,molecule_chembl_id,canonical_smiles,standard_relation,standard_value,standard_units,standard_value_nM
707,CHEMBL157720,CS(=O)(=O)c1ccc(-c2cnn(Cc3nccs3)c(=O)c2-c2ccc(F)cc2)cc1,=,5900.0,nM,5900.0
1223,CHEMBL367778,CC(C)(O)c1scc(-c2ccc(S(C)(=O)=O)cc2)c1-c1ccc(F)cc1,=,5900.0,nM,5900.0
695,CHEMBL155206,CS(=O)(=O)c1ccc(-c2cnn(Cc3ccccc3)c(=O)c2Sc2ccccc2)cc1,=,5900.0,nM,5900.0
1090,CHEMBL44924,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(N)c2)cc1,=,5890.0,nM,5890.0
5612,CHEMBL3234234,CCOC(=O)/C(=C/c1cccc(Cl)c1)CSc1nc(C)cc(C)n1,=,5880.0,nM,5880.0
1079,CHEMBL417894,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(F)cc2)cc1,=,5850.0,nM,5850.0
7119,CHEMBL4764453,CCCCCC1=CC(=O)C=C(OC)C1=N,=,5820.0,nM,5820.0
648,CHEMBL323277,Cc1cccnc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1,=,5800.0,nM,5800.0
2782,CHEMBL237400,COc1cc2c(CC(=O)NCCCO[N+](=O)[O-])c(C)n(C(=O)c3ccc(Cl)cc3)c2cc1Cl,=,5800.0,nM,5800.0
3321,CHEMBL460216,CC(Sc1nc2ccccc2c(=O)n1N)C(=O)O,=,5800.0,nM,5800.0
2012,CHEMBL94939,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccccn2)cc1,=,5800.0,nM,5800.0
7862,CHEMBL562498,COc1cc2c(cc1O)CCc1cc(O)cc(OC)c1-2,=,5800.0,nM,5800.0
3106,CHEMBL497507,CC(C(=O)OCCO[N+](=O)[O-])c1ccc(C(=O)c2cccs2)cc1,=,5800.0,nM,5800.0
5870,CHEMBL3402600,CCCNC(=O)Cc1cc(-c2ccc(S(N)(=O)=O)cc2)n(-c2cccc(F)c2)c1C,=,5780.0,nM,5780.0
5424,CHEMBL2333737,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCN(C)CC2)cc1,=,5780.0,nM,5780.0
378,CHEMBL289484,CCOC(=O)c1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(Cl)cc2)n1,=,5754.4,nM,5754.4
213,CHEMBL296515,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,=,5754.4,nM,5754.4
7774,CHEMBL5273343,CCCCNc1cc(-c2n[nH]c(=S)o2)cc(S(N)(=O)=O)c1Oc1ccccc1,=,5730.0,nM,5730.0
4896,CHEMBL1950015,CCc1ccnc(C(=O)c2[nH]c3ccc(OC(F)(F)F)cc3c2CC(=O)O)c1,=,5700.0,nM,5700.0
6765,CHEMBL4465694,CC(C)=CCc1c(O)cc(O)c(CC=C(C)C)c1/C=C/c1ccc(O)cc1,=,5700.0,nM,5700.0
7355,CHEMBL4877659,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccc(Br)cc1,=,5680.0,nM,5680.0
7908,CHEMBL5416397,Cc1cc(=O)n2nc(N)c(/N=N/c3ccc(O)cc3)c2[nH]1,=,5680.0,nM,5680.0
5749,CHEMBL3309824,O=S(=O)(c1ccccc1)N1N=C(C(F)(F)F)CC1c1ccc2c(c1)OCO2,=,5650.0,nM,5650.0
4855,CHEMBL1916970,Cc1ccc(S(=O)(=O)NC(=O)c2cccc(C(=O)NS(=O)(=O)c3ccc(C)cc3)n2)cc1,=,5600.0,nM,5600.0
4838,CHEMBL1916953,O=C(NS(=O)(=O)c1ccc(F)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(F)cc2)c1,=,5600.0,nM,5600.0
1573,CHEMBL151710,N#Cc1cc(/C=C/S(N)(=O)=O)cc(C(=O)c2ccccc2)c1,=,5600.0,nM,5600.0
1553,CHEMBL358210,CCc1cc(C(=O)c2ccccc2)ccc1/C=C/S(N)(=O)=O,=,5600.0,nM,5600.0
2437,CHEMBL185528,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(Cl)cc1,=,5600.0,nM,5600.0
5523,CHEMBL3087871,Cc1ccc2c(c1)oc(=O)n2Cc1cn(-c2ccc(Cl)cc2)nn1,=,5600.0,nM,5600.0
2441,CHEMBL363756,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccccc1Cl,=,5500.0,nM,5500.0
5658,CHEMBL3265347,Fc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccc(Cl)cc3)o2)cc1,=,5500.0,nM,5500.0
1667,CHEMBL16659,CC(C)(C)c1cc(-c2nnc(S)s2)cc(C(C)(C)C)c1O,=,5500.0,nM,5500.0
4971,CHEMBL2018667,Cc1noc2c(Cc3ccccc3)nn(Cc3n[nH]c(=S)n3C)c(=O)c12,=,5500.0,nM,5500.0
3560,CHEMBL1092137,CC(C(=O)O)c1ccn(C(F)F)c(=O)c1,=,5500.0,nM,5500.0
6793,CHEMBL4460665,NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCCN3CCOCC3)cc2-c2ccc(Cl)cc2)cc1,=,5470.0,nM,5470.0
2836,CHEMBL271930,COc1cccc(/C=N/c2ccc(S(N)(=O)=O)cc2)c1,=,5450.0,nM,5450.0
7581,CHEMBL5266357,N#Cc1c(-c2ccc(Cl)cc2)csc1NC(=O)CN1CCOCC1,=,5450.0,nM,5450.0
931,CHEMBL63706,CC(=O)NS(=O)(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,=,5400.0,nM,5400.0
1374,CHEMBL98193,CN1CC(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)O1,=,5380.0,nM,5380.0
1356,CHEMBL319326,CN1CC(c2ccc(F)cc2)=C(c2ccccc2)O1,=,5380.0,nM,5380.0
6525,CHEMBL4169819,CS(=O)(=O)c1ccc(NC(=O)NNC(=S)Nc2ccc(Cl)cc2)cc1,=,5320.0,nM,5320.0
5116,CHEMBL2171249,C[C@H](C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,=,5300.0,nM,5300.0
5357,CHEMBL2283157,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(O)cc2)cc1,=,5300.0,nM,5300.0
7805,CHEMBL5272619,CC(C)=CC[C@H]1C[C@@H]2C[C@@H]3[C@@H](C[C@]4(C)C(C)(C)OC[C@]34C)C(=O)[C@](C(=O)c3ccccc3)(C1=O)C2(C)C,=,5270.0,nM,5270.0
3416,CHEMBL552145,CS(=O)(=O)c1ccc(-c2cnc(CCc3ccccc3)nc2-c2ccc(F)cc2)cc1,=,5263.0,nM,5263.0
5639,CHEMBL3264696,Fc1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1,=,5210.0,nM,5210.0
6858,CHEMBL4462846,NC(=S)n1nc(-c2ccccc2)cc1-c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1,=,5200.0,nM,5200.0
2431,CHEMBL183653,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccn1,=,5200.0,nM,5200.0
1857,CHEMBL436539,CC(C)(C)C#CC1=C(c2ccc(S(C)(=O)=O)cc2)CCC1=O,=,5200.0,nM,5200.0
5100,CHEMBL2159927,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3cccc(Cl)c3)C2)cc1C,=,5200.0,nM,5200.0
6090,CHEMBL1672583,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(I)cc2)cc1,=,5200.0,nM,5200.0
2061,CHEMBL73997,CC1(C)OC(=O)C(OC2CC2)=C1c1ccc(S(C)(=O)=O)cc1,=,5200.0,nM,5200.0
3736,CHEMBL1630248,CC(C)(C)c1cc2c(cc1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,=,5150.0,nM,5150.0
5543,CHEMBL3099219,CC(C)(C)c1cc(/C=N/NC(=O)c2ccccc2O)c(O)c(C(C)(C)C)c1,=,5130.0,nM,5130.0
7775,CHEMBL5282826,CCCCNc1cc(C(=O)N2N=C(C)CC2=O)cc(S(N)(=O)=O)c1Oc1ccccc1,=,5110.0,nM,5110.0
954,CHEMBL15781,CC(C)(C)c1cc(/C=C2\OC(N=C(N)N)=NC2=O)cc(C(C)(C)C)c1O,=,5100.0,nM,5100.0
3327,CHEMBL459294,OC[C@H]1C[C@](O)(c2ccccc2)[C@@H](c2ccccc2)O1,=,5100.0,nM,5100.0
3247,CHEMBL481613,CS(=O)(=O)c1ccc(C#Cc2ccc(=O)n(C(F)F)c2)cc1,=,5100.0,nM,5100.0
2439,CHEMBL442036,COc1ccc(Cc2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1,=,5100.0,nM,5100.0
2817,CHEMBL404476,NS(=O)(=O)c1ccc(/C=N/c2ccc(O)cc2)cc1,=,5090.0,nM,5090.0
5444,CHEMBL2333750,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC2CCCCC2)cc1,=,5090.0,nM,5090.0
5647,CHEMBL3264704,Clc1ncccc1-n1cc(CSc2nc3ccccc3o2)nn1,=,5030.0,nM,5030.0
6582,CHEMBL4240276,Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2ccc(Cl)c(Cl)c2)cc1,=,5020.0,nM,5020.0
6585,CHEMBL4247391,Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2ccc(C(F)(F)F)cc2)cc1,=,5020.0,nM,5020.0
5702,CHEMBL191534,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCc1c[nH]c2ccc(O)cc12,=,5000.0,nM,5000.0
7079,CHEMBL4747321,O=C(/C=C/c1ccc(O)c(O)c1)NNC(=O)COc1cccnc1,=,5000.0,nM,5000.0
7029,CHEMBL4639953,COC(=O)[C@@H](N)Cc1ccc(Oc2nc(Cl)nc(N3CCCCC3)n2)cc1,=,5000.0,nM,5000.0
7032,CHEMBL4645275,Clc1nc(OCc2cn(Cc3ccccc3)nn2)nc(N2CCCC2)n1,=,5000.0,nM,5000.0
2787,CHEMBL800,Cc1c(CC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,=,5000.0,nM,5000.0
5844,CHEMBL3357099,Cc1ccc(C2=C(c3ccc(F)cc3)C(=O)OC2)cc1,>,5000.0,nM,5000.0
4987,CHEMBL2023949,CCc1sc(Nc2ccc(Oc3ccccc3)cc2)nc1C,>,5000.0,nM,5000.0
6837,CHEMBL4533116,COC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)OCc1ccccc1,=,5000.0,nM,5000.0
578,CHEMBL151658,CC(O)CN1c2ccccc2Sc2ccccc21,=,5000.0,nM,5000.0
2080,CHEMBL345333,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)nc3scc(C(=O)O)n23)cc1,>,5000.0,nM,5000.0
851,CHEMBL95246,COc1ccc(-c2sccc2-c2ccc(S(C)(=O)=O)cc2)cc1,=,5000.0,nM,5000.0
2101,CHEMBL424313,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)nc3sc4ccccc4n23)cc1,>,5000.0,nM,5000.0
2100,CHEMBL356206,CS(=O)(=O)c1ccc(-c2nc3sc4ccccc4n3c2-c2ccccc2)cc1,>,5000.0,nM,5000.0
2110,CHEMBL148666,CSc1ccc(-c2nc3sccn3c2-c2ccccc2)cc1,=,5000.0,nM,5000.0
4999,CHEMBL1907447,COc1cccc(-c2csc(Nc3ccc(Oc4ccccc4)cc3)n2)c1,>,5000.0,nM,5000.0
4998,CHEMBL1903990,COc1ccc(-c2csc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1,>,5000.0,nM,5000.0
2108,CHEMBL358666,Cc1sc2nc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2c1C,>,5000.0,nM,5000.0
1331,CHEMBL97088,COc1ccc2c(c1)c(CC(=O)Oc1cccc3ccccc13)c(C)n2C(=O)c1ccc(Cl)cc1,=,5000.0,nM,5000.0
2097,CHEMBL358482,Cc1sc2nc(-c3ccccc3)c(-c3ccc(S(C)(=O)=O)cc3)n2c1C,=,5000.0,nM,5000.0
5000,CHEMBL1907465,COc1ccccc1-c1csc(Nc2ccc(Oc3ccccc3)cc2)n1,>,5000.0,nM,5000.0
5008,CHEMBL2023950,Cc1nc(Nc2ccc(Oc3ccccc3)cc2)sc1C(C)O,>,5000.0,nM,5000.0
5843,CHEMBL3357095,O=C1OCC(c2ccccc2)=C1c1ccc(F)cc1,>,5000.0,nM,5000.0
874,CHEMBL98903,COc1ccc(-c2cscc2-c2ccc(S(C)(=O)=O)cc2)cc1,=,5000.0,nM,5000.0
886,CHEMBL15014,CCC1(C)COc2ccc(C(=O)CCCC3CC3)cc21,=,5000.0,nM,5000.0
5847,CHEMBL3357106,COc1ccc(C2=C(c3ccc(I)cc3)C(=O)OC2)cc1,>,5000.0,nM,5000.0
946,CHEMBL146465,CC(=O)NCc1cc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)ccc1S(N)(=O)=O,=,5000.0,nM,5000.0
5846,CHEMBL3357104,COc1ccc(C2=C(c3ccc(F)cc3)C(=O)OC2)cc1,>,5000.0,nM,5000.0
4988,CHEMBL2023948,CCc1sc(Nc2ccc(OC)cc2)nc1C,>,5000.0,nM,5000.0
5003,CHEMBL2023851,COc1ccc(Nc2nc(-c3ccc(Cl)cc3)c(C)s2)cc1,>,5000.0,nM,5000.0
4989,CHEMBL1902481,CC(=O)c1sc(Nc2ccc(Oc3ccccc3)cc2)nc1C,>,5000.0,nM,5000.0
5002,CHEMBL2023852,c1ccc(Oc2ccc(Nc3nc(-c4ccccc4)cs3)cc2)cc1,>,5000.0,nM,5000.0
5001,CHEMBL2023853,Fc1ccc(-c2csc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1,>,5000.0,nM,5000.0
1536,CHEMBL149402,CCOC(=O)/C=C/c1cc(CC)cc(C(=O)c2ccccc2)c1,=,5000.0,nM,5000.0
7435,CHEMBL5188821,O=C(c1ccc(-c2nc(CSc3nc4ccccc4s3)no2)cc1)N1CCOCC1,=,5000.0,nM,5000.0
96,CHEMBL93803,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)CC2)cc1,>,5000.0,nM,5000.0
127,CHEMBL145727,CCC#CCSc1ccccc1OC(C)=O,=,5000.0,nM,5000.0
86,CHEMBL144806,CCCCCSc1ccccc1OC(C)=O,=,5000.0,nM,5000.0
1364,CHEMBL319590,CN1CC(c2ccccc2)=C(c2ccc(F)cc2)O1,=,4960.0,nM,4960.0
2838,CHEMBL429915,Cc1ccc(/C=N/c2ccc(S(N)(=O)=O)cc2)cc1,=,4940.0,nM,4940.0
2617,CHEMBL207594,C[S+]([O-])c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,=,4930.0,nM,4930.0
5900,CHEMBL3410347,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccccc2Cl)cc1,=,4920.0,nM,4920.0
5865,CHEMBL3402595,Cc1c(CC(=O)NC(C)C)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,=,4910.0,nM,4910.0
4835,CHEMBL1916950,O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cccnc1,=,4900.0,nM,4900.0
7083,CHEMBL4750539,O=C(/C=C/c1ccc(O)c(O)c1)NNC(=O)COc1cccc2cccnc12,=,4900.0,nM,4900.0
7454,CHEMBL5177548,C/C(=C\CC/C(C)=C/C/C=C(/CC(=O)c1cc(O)ccc1O)C(=O)O)CO,=,4840.0,nM,4840.0
6539,CHEMBL4213903,COc1ccc(-c2nc3cc(NC(=O)c4ccccc4C)ccc3o2)cc1OC,=,4840.0,nM,4840.0
5898,CHEMBL3410345,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2cccc(F)c2)cc1,=,4830.0,nM,4830.0
7117,CHEMBL4742702,COc1cc(O)cc(Br)c1O,=,4810.0,nM,4810.0
6574,CHEMBL4242256,Cc1ccc(-n2nc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)cc2-c2cccc(Cl)c2)cc1,=,4800.0,nM,4800.0
2429,CHEMBL184281,COc1ccc(Sc2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1,=,4800.0,nM,4800.0
6127,CHEMBL3823600,Cc1cccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)c1,=,4790.0,nM,4790.0
6586,CHEMBL4247830,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2cccc(C(F)(F)F)c2)n(-c2ccccc2)n1,=,4790.0,nM,4790.0
2146,CHEMBL284914,FC(F)(F)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,=,4790.0,nM,4790.0
7948,CHEMBL5399843,CCCCOc1nnc(CNc2ncnc3sc4c(c23)CCCC4)o1,=,4780.0,nM,4780.0
5615,CHEMBL3234225,COC(=O)/C(=C/c1ccc(OC)cc1)CSc1nc2ccccc2o1,=,4760.0,nM,4760.0
7773,CHEMBL5274788,CCCCNc1cc(C(=O)n2nc(C)cc2C)cc(S(N)(=O)=O)c1Oc1ccccc1,=,4750.0,nM,4750.0
5985,CHEMBL3734866,COc1cccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(C(=O)O)cc2)c1,=,4710.0,nM,4710.0
5101,CHEMBL2160146,Cc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C2=NC(=O)CS2)cc1,=,4700.0,nM,4700.0
5657,CHEMBL1242276,Clc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccccc3)o2)cc1,=,4700.0,nM,4700.0
984,CHEMBL49008,CC(C)(C)c1cc(/C=C2\SC(=O)NC2=O)cc(C(C)(C)C)c1O,=,4700.0,nM,4700.0
1229,CHEMBL48073,CCC(O)(CC)[C@H](C)Oc1ncc(C(F)(F)F)cc1-c1ccc(S(C)(=O)=O)cc1,=,4700.0,nM,4700.0
756,CHEMBL350039,CS(=O)(=O)c1ccc(-c2cnn(-c3ccccc3)c(=O)c2-c2ccccc2)cc1,=,4700.0,nM,4700.0
1934,CHEMBL39521,C=C[C@@H]1[C@@H](O)C[C@@H]2[C@]3(CC[C@]4(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]24C)C[C@]13CCC(=O)O,=,4700.0,nM,4700.0
5958,CHEMBL3596284,Fc1ccc2c(C3CCN(CC4=NO[C@@H]5CCCC[C@@H]5[C@H]4c4ccccc4)CC3)noc2c1,=,4700.0,nM,4700.0
6764,CHEMBL4553272,COc1ccc(/C=C/c2c(CC=C(C)C)c(O)cc(O)c2CC=C(C)C)cc1,=,4700.0,nM,4700.0
2141,CHEMBL305505,NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2cccc3ccccc23)cc1,=,4700.0,nM,4700.0
6856,CHEMBL4463182,NC(=S)n1nc(-c2ccc(Cl)cc2)cc1-c1cn(-c2ccccc2)nc1-c1ccc(OCc2ccccc2)cc1,=,4690.0,nM,4690.0
6538,CHEMBL4206988,COc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1OC,=,4688.0,nM,4688.0
5640,CHEMBL3264697,Cc1ccccc1-n1cc(CSc2nc3ccccc3o2)nn1,=,4680.0,nM,4680.0
5996,CHEMBL3735929,COc1cc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,=,4670.0,nM,4670.0
5439,CHEMBL2333755,CCN(CC)C(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,=,4670.0,nM,4670.0
2182,CHEMBL286277,NS(=O)(=O)c1ccc(-n2ncc(F)c2-c2ccccc2)cc1,=,4660.0,nM,4660.0
7115,CHEMBL4739960,CCCCCc1cccc(OC)c1O,=,4650.0,nM,4650.0
3418,CHEMBL556724,CS(=O)(=O)c1ccc(-c2cnc(Oc3ccccc3)nc2-c2ccc(F)cc2)cc1,>,4640.0,nM,4640.0
3715,CHEMBL1630237,O=C(O)C1=Cc2c(ccc(Cl)c2-c2ccccc2)OC1C(F)(F)F,=,4640.0,nM,4640.0
5635,CHEMBL3264692,Clc1cccc(-n2cc(CSc3nc4ccccc4o3)nn2)c1,=,4630.0,nM,4630.0
2820,CHEMBL271962,Cc1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1,=,4620.0,nM,4620.0
3160,CHEMBL270060,C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(CCC(=O)O1)[C@@]2(C)O,=,4600.0,nM,4600.0
3442,CHEMBL568715,CC(=O)OCO/N=[N+](\[O-])N(C)CCOC(=O)Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,=,4600.0,nM,4600.0
4974,CHEMBL2018670,Cc1noc2c(Cc3ccc([N+](=O)[O-])cc3)nn(Cc3n[nH]c(=S)n3C)c(=O)c12,=,4600.0,nM,4600.0
2839,CHEMBL270246,NS(=O)(=O)c1ccc(/N=C/c2ccc(C(F)(F)F)cc2)cc1,=,4600.0,nM,4600.0
21,CHEMBL43664,COc1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(C(C)=O)cc2)cc1,=,4600.0,nM,4600.0
4935,CHEMBL1958350,COc1ccc2c(c1)c(CC(=O)Oc1ccc(CCO)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,=,4600.0,nM,4600.0
7787,CHEMBL5273653,C=CCc1ccc(-n2c(-c3cc(NCCCC)c(Oc4ccccc4)c(S(N)(=O)=O)c3)n[nH]c2=S)cc1,=,4590.0,nM,4590.0
6221,CHEMBL3885011,COC(=O)Cc1c(C)n(Cc2ccc(-c3cn(CCCCCCCC(=O)NO)nn3)cc2)c2ccc(OC)cc12,=,4580.0,nM,4580.0
5446,CHEMBL2333748,CCC(C)NC(=O)/C=C/c1c(/C=C/c2ccc(OC)cc2)cc(OC)cc1OC,=,4560.0,nM,4560.0
3105,CHEMBL526643,CC(COC(=O)C(C)c1ccc(C(=O)c2cccs2)cc1)O[N+](=O)[O-],=,4560.0,nM,4560.0
6125,CHEMBL3822753,NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccccc2)cc1,=,4530.0,nM,4530.0
5102,CHEMBL2159923,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1C,=,4500.0,nM,4500.0
1904,CHEMBL410419,CC1(C)OC(=O)C(Nc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,=,4500.0,nM,4500.0
1984,CHEMBL276436,CC(C)CCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,=,4500.0,nM,4500.0
2330,CHEMBL117615,CCN(C)C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,=,4500.0,nM,4500.0
6392,CHEMBL4064047,Cc1c(C(=O)c2conc2C(=O)c2cnn(-c3ccccc3)c2C)cnn1-c1ccccc1,=,4500.0,nM,4500.0
6948,CHEMBL4588699,O=C(O[C@@H]1[C@@H](c2c(O)cc(O)c3c2O[C@H](c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)C3)c2c(O)cc(O)c([C@H]3c4c(O)cc(O)cc4O[C@H](c4cc(O)c(O)c(O)c4)[C@@H]3OC(=O)c3cc(O)c(O)c(O)c3)c2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,=,4500.0,nM,4500.0
7118,CHEMBL4781249,COC1=CC(=O)C=C(Br)C1=O,=,4480.0,nM,4480.0
6214,CHEMBL3884141,Cc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,=,4440.0,nM,4440.0
6573,CHEMBL4245838,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2cccc(Cl)c2)n(-c2ccccc2)n1,=,4430.0,nM,4430.0
1140,CHEMBL127210,Cc1cc(=O)c(Oc2ccc(F)c(F)c2)c(-c2ccc(S(C)(=O)=O)cc2)o1,=,4430.0,nM,4430.0
5656,CHEMBL3265355,Clc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1,=,4400.0,nM,4400.0
3434,CHEMBL571658,O=C(O)c1ccc(-c2ccn(C(F)F)c(=O)c2)cc1O,=,4400.0,nM,4400.0
2821,CHEMBL272622,NS(=O)(=O)c1ccc(/C=N/c2ccc(F)cc2)cc1,=,4380.0,nM,4380.0
5643,CHEMBL3264700,Cc1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1C,=,4350.0,nM,4350.0
5616,CHEMBL3234226,COC(=O)/C(=C/c1ccc2ccccc2c1)CSc1nc2ccccc2o1,=,4340.0,nM,4340.0
6028,CHEMBL3747777,COc1ccc(C2CC(c3cccs3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,=,4330.0,nM,4330.0
6584,CHEMBL4241547,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccc(C(F)(F)F)cc2)n(-c2ccccc2)n1,=,4330.0,nM,4330.0
122,CHEMBL285975,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Cl)cc1,=,4300.0,nM,4300.0
997,CHEMBL66445,CS(=O)(=O)c1ccc(-c2sccc2-c2ccc(F)cc2)cc1,=,4300.0,nM,4300.0
1973,CHEMBL18867,CC(C)c1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)C(C)(O)OC2=O)cc1,=,4300.0,nM,4300.0
2644,CHEMBL213326,COc1ccc(/N=N/c2ccc(S(N)(=O)=O)cc2)cc1OC,=,4280.0,nM,4280.0
2815,CHEMBL270886,COc1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1OC,=,4280.0,nM,4280.0
7705,CHEMBL5270973,Fc1ccc(CSc2nnc(-c3cccs3)n2-c2ccc(Cl)cc2)cc1,=,4260.0,nM,4260.0
6709,CHEMBL4471314,CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccc(Cl)cc1)CCC2,=,4240.0,nM,4240.0
7345,CHEMBL4872909,O=C(NCCc1c[nH]c2ccccc12)c1ccccc1Nc1ccccc1F,=,4230.0,nM,4230.0
2623,CHEMBL426856,C[S@@+]([O-])c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,=,4220.0,nM,4220.0
1799,CHEMBL330976,CS(=O)(=O)c1ccc(-c2nn3cccnc3c2-c2ccc(F)cc2)cc1,=,4201.0,nM,4201.0
5622,CHEMBL3264516,CCOC(=O)c1c(C)oc2ccc(Oc3ccc(C)cc3)cc12,=,4200.0,nM,4200.0
6385,CHEMBL4082443,Cc1c(C2=C(N=O)Oc3ccccc3N2)cnn1-c1ccccc1,=,4200.0,nM,4200.0
3904,CHEMBL1797511,CS(=O)(=O)c1ccc(C2=C(c3ccc(CO)cc3)C(=O)OC2)cc1,=,4200.0,nM,4200.0
